Timestamp,Building_ID,Floor,Room_ID,Room_Type,Room_Capacity,Occupancy_Count,Temperature_C,Humidity_Percent,Working_Hours,Day_of_Week,Hour,Minute,Day,Month,Day_of_Week_Num,Is_Weekend,Available_Capacity,Utilization_Percent,Occupancy_Ratio,Occupancy_Status,Overcrowding_Flag,Peak_Hour,Occupancy_Load_Category
2026-01-07 01:00:00,BLDG_C,2,C202,Training Room,40,0,22.93,44.82,0,Wednesday,1,0,7,1,2,0,40,0.0,0.0,Low,0,0,Low Load
2026-01-07 01:15:00,BLDG_A,1,A101,Office,10,2,24.2,53.23,0,Wednesday,1,15,7,1,2,0,8,20.0,0.2,Low,0,0,Low Load
2026-01-07 01:30:00,BLDG_A,1,A102,Office,12,1,19.81,46.91,0,Wednesday,1,30,7,1,2,0,11,8.33,0.083,Low,0,0,Low Load
2026-01-07 01:45:00,BLDG_A,1,A103,Meeting Room,20,0,21.41,60.0,0,Wednesday,1,45,7,1,2,0,20,0.0,0.0,Low,0,0,Low Load
2026-01-07 02:00:00,BLDG_A,2,A201,Lab,30,7,21.29,49.14,0,Wednesday,2,0,7,1,2,0,23,23.33,0.233,Low,0,0,Low Load
2026-01-07 02:15:00,BLDG_A,2,A202,Conference,25,1,24.63,46.44,0,Wednesday,2,15,7,1,2,0,24,4.0,0.04,Low,0,0,Low Load
2026-01-07 02:30:00,BLDG_B,1,B101,Office,8,1,24.89,43.44,0,Wednesday,2,30,7,1,2,0,7,12.5,0.125,Low,0,0,Low Load
2026-01-07 02:45:00,BLDG_B,1,B102,Office,15,0,22.19,51.36,0,Wednesday,2,45,7,1,2,0,15,0.0,0.0,Low,0,0,Low Load
2026-01-07 03:00:00,BLDG_B,1,B103,Meeting Room,18,2,22.99,42.58,0,Wednesday,3,0,7,1,2,0,16,11.11,0.111,Low,0,0,Low Load
2026-01-07 03:15:00,BLDG_B,2,B201,Training Room,35,3,22.01,63.92,0,Wednesday,3,15,7,1,2,0,32,8.57,0.086,Low,0,0,Low Load
2026-01-07 03:30:00,BLDG_B,2,B202,Conference,25,0,21.94,58.79,0,Wednesday,3,30,7,1,2,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-07 03:45:00,BLDG_C,1,C101,Office,10,1,23.24,43.2,0,Wednesday,3,45,7,1,2,0,9,10.0,0.1,Low,0,0,Low Load
2026-01-07 04:00:00,BLDG_C,1,C102,Office,14,1,21.46,56.65,0,Wednesday,4,0,7,1,2,0,13,7.14,0.071,Low,0,0,Low Load
2026-01-07 04:15:00,BLDG_C,1,C103,Meeting Room,20,0,23.24,49.35,0,Wednesday,4,15,7,1,2,0,20,0.0,0.0,Low,0,0,Low Load
2026-01-07 04:30:00,BLDG_C,2,C201,Lab,30,0,23.56,56.69,0,Wednesday,4,30,7,1,2,0,30,0.0,0.0,Low,0,0,Low Load
2026-01-07 04:45:00,BLDG_C,2,C202,Training Room,40,0,24.44,51.92,0,Wednesday,4,45,7,1,2,0,40,0.0,0.0,Low,0,0,Low Load
2026-01-07 05:00:00,BLDG_A,1,A101,Office,10,0,23.02,50.66,0,Wednesday,5,0,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-07 05:15:00,BLDG_A,1,A102,Office,12,1,22.06,52.12,0,Wednesday,5,15,7,1,2,0,11,8.33,0.083,Low,0,0,Low Load
2026-01-07 05:30:00,BLDG_A,1,A103,Meeting Room,20,3,21.45,38.11,0,Wednesday,5,30,7,1,2,0,17,15.0,0.15,Low,0,0,Low Load
2026-01-07 05:45:00,BLDG_A,2,A201,Lab,30,6,25.76,52.16,0,Wednesday,5,45,7,1,2,0,24,20.0,0.2,Low,0,0,Low Load
2026-01-07 06:00:00,BLDG_A,2,A202,Conference,25,0,22.33,53.0,0,Wednesday,6,0,7,1,2,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-07 06:15:00,BLDG_B,1,B101,Office,8,0,21.36,59.06,0,Wednesday,6,15,7,1,2,0,8,0.0,0.0,Low,0,0,Low Load
2026-01-07 06:30:00,BLDG_B,1,B102,Office,15,1,20.91,59.89,0,Wednesday,6,30,7,1,2,0,14,6.67,0.067,Low,0,0,Low Load
2026-01-07 06:45:00,BLDG_B,1,B103,Meeting Room,18,4,22.91,52.64,0,Wednesday,6,45,7,1,2,0,14,22.22,0.222,Low,0,0,Low Load
2026-01-07 07:00:00,BLDG_B,2,B201,Training Room,35,1,23.44,42.89,0,Wednesday,7,0,7,1,2,0,34,2.86,0.029,Low,0,0,Low Load
2026-01-07 07:15:00,BLDG_B,2,B202,Conference,25,1,22.23,67.93,0,Wednesday,7,15,7,1,2,0,24,4.0,0.04,Low,0,0,Low Load
2026-01-07 07:30:00,BLDG_C,1,C101,Office,10,0,24.7,47.27,0,Wednesday,7,30,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-07 07:45:00,BLDG_C,1,C102,Office,14,1,23.08,48.92,0,Wednesday,7,45,7,1,2,0,13,7.14,0.071,Low,0,0,Low Load
2026-01-07 08:00:00,BLDG_C,1,C103,Meeting Room,20,5,23.41,43.16,1,Wednesday,8,0,7,1,2,0,15,25.0,0.25,Low,0,0,Low Load
2026-01-07 08:15:00,BLDG_C,2,C201,Lab,30,6,23.39,54.43,1,Wednesday,8,15,7,1,2,0,24,20.0,0.2,Low,0,0,Low Load
2026-01-07 08:30:00,BLDG_C,2,C202,Training Room,40,0,24.38,51.34,1,Wednesday,8,30,7,1,2,0,40,0.0,0.0,Low,0,0,Low Load
2026-01-07 08:45:00,BLDG_A,1,A101,Office,10,0,24.13,50.0,1,Wednesday,8,45,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-07 09:00:00,BLDG_A,1,A102,Office,12,6,24.22,71.68,1,Wednesday,9,0,7,1,2,0,6,50.0,0.5,Normal,0,1,Moderate Load
2026-01-07 09:15:00,BLDG_A,1,A103,Meeting Room,20,11,23.6,60.72,1,Wednesday,9,15,7,1,2,0,9,55.0,0.55,Normal,0,1,Moderate Load
2026-01-07 09:30:00,BLDG_A,2,A201,Lab,30,17,23.17,51.95,1,Wednesday,9,30,7,1,2,0,13,56.67,0.567,Normal,0,1,Moderate Load
2026-01-07 09:45:00,BLDG_A,2,A202,Conference,25,10,25.6,51.79,1,Wednesday,9,45,7,1,2,0,15,40.0,0.4,Low,0,1,Low Load
2026-01-07 10:00:00,BLDG_B,1,B101,Office,8,4,23.51,61.66,1,Wednesday,10,0,7,1,2,0,4,50.0,0.5,Normal,0,1,Moderate Load
2026-01-07 10:15:00,BLDG_B,1,B102,Office,15,6,22.86,38.76,1,Wednesday,10,15,7,1,2,0,9,40.0,0.4,Low,0,1,Low Load
2026-01-07 10:30:00,BLDG_B,1,B103,Meeting Room,18,8,23.56,62.79,1,Wednesday,10,30,7,1,2,0,10,44.44,0.444,Low,0,1,Low Load
2026-01-07 10:45:00,BLDG_B,2,B201,Training Room,35,14,23.73,62.34,1,Wednesday,10,45,7,1,2,0,21,40.0,0.4,Low,0,1,Low Load
2026-01-07 11:00:00,BLDG_B,2,B202,Conference,25,9,24.47,53.45,1,Wednesday,11,0,7,1,2,0,16,36.0,0.36,Low,0,1,Low Load
2026-01-07 11:15:00,BLDG_C,1,C101,Office,10,10,22.56,54.92,1,Wednesday,11,15,7,1,2,0,0,100.0,1.0,Critical,0,1,High Load
2026-01-07 11:30:00,BLDG_C,1,C102,Office,14,8,21.92,59.8,1,Wednesday,11,30,7,1,2,0,6,57.14,0.571,Normal,0,1,Moderate Load
2026-01-07 11:45:00,BLDG_C,1,C103,Meeting Room,20,10,23.68,62.9,1,Wednesday,11,45,7,1,2,0,10,50.0,0.5,Normal,0,1,Moderate Load
2026-01-07 12:00:00,BLDG_C,2,C201,Lab,30,3,22.69,65.23,1,Wednesday,12,0,7,1,2,0,27,10.0,0.1,Low,0,0,Low Load
2026-01-07 12:15:00,BLDG_C,2,C202,Training Room,40,12,22.43,47.16,1,Wednesday,12,15,7,1,2,0,28,30.0,0.3,Low,0,0,Low Load
2026-01-07 12:30:00,BLDG_A,1,A101,Office,10,4,24.46,53.69,1,Wednesday,12,30,7,1,2,0,6,40.0,0.4,Low,0,0,Low Load
2026-01-07 12:45:00,BLDG_A,1,A102,Office,12,12,24.77,43.66,1,Wednesday,12,45,7,1,2,0,0,100.0,1.0,Critical,0,0,High Load
2026-01-07 13:00:00,BLDG_A,1,A103,Meeting Room,20,2,25.23,47.86,1,Wednesday,13,0,7,1,2,0,18,10.0,0.1,Low,0,0,Low Load
2026-01-07 13:15:00,BLDG_A,2,A201,Lab,30,35,25.96,58.61,1,Wednesday,13,15,7,1,2,0,-5,116.67,1.167,Overcrowded,1,0,Overloaded
2026-01-07 13:30:00,BLDG_A,2,A202,Conference,25,6,23.81,52.91,1,Wednesday,13,30,7,1,2,0,19,24.0,0.24,Low,0,0,Low Load
2026-01-07 13:45:00,BLDG_B,1,B101,Office,8,2,25.94,62.95,1,Wednesday,13,45,7,1,2,0,6,25.0,0.25,Low,0,0,Low Load
2026-01-07 14:00:00,BLDG_B,1,B102,Office,15,7,24.57,58.1,1,Wednesday,14,0,7,1,2,0,8,46.67,0.467,Low,0,1,Low Load
2026-01-07 14:15:00,BLDG_B,1,B103,Meeting Room,18,11,24.69,59.46,1,Wednesday,14,15,7,1,2,0,7,61.11,0.611,Normal,0,1,Moderate Load
2026-01-07 14:30:00,BLDG_B,2,B201,Training Room,35,15,23.9,51.11,1,Wednesday,14,30,7,1,2,0,20,42.86,0.429,Low,0,1,Low Load
2026-01-07 14:45:00,BLDG_B,2,B202,Conference,25,7,25.87,64.51,1,Wednesday,14,45,7,1,2,0,18,28.0,0.28,Low,0,1,Low Load
2026-01-07 15:00:00,BLDG_C,1,C101,Office,10,6,23.81,56.42,1,Wednesday,15,0,7,1,2,0,4,60.0,0.6,Normal,0,1,Moderate Load
2026-01-07 15:15:00,BLDG_C,1,C102,Office,14,6,23.87,45.88,1,Wednesday,15,15,7,1,2,0,8,42.86,0.429,Low,0,1,Low Load
2026-01-07 15:30:00,BLDG_C,1,C103,Meeting Room,20,24,24.87,55.08,1,Wednesday,15,30,7,1,2,0,-4,120.0,1.2,Overcrowded,1,1,Overloaded
2026-01-07 15:45:00,BLDG_C,2,C201,Lab,30,14,23.56,47.42,1,Wednesday,15,45,7,1,2,0,16,46.67,0.467,Low,0,1,Low Load
2026-01-07 16:00:00,BLDG_C,2,C202,Training Room,40,43,24.41,57.74,1,Wednesday,16,0,7,1,2,0,-3,107.5,1.075,Overcrowded,1,1,Overloaded
2026-01-07 16:15:00,BLDG_A,1,A101,Office,10,11,25.07,62.18,1,Wednesday,16,15,7,1,2,0,-1,110.0,1.1,Overcrowded,1,1,Overloaded
2026-01-07 16:30:00,BLDG_A,1,A102,Office,12,7,22.5,57.41,1,Wednesday,16,30,7,1,2,0,5,58.33,0.583,Normal,0,1,Moderate Load
2026-01-07 16:45:00,BLDG_A,1,A103,Meeting Room,20,11,25.12,54.07,1,Wednesday,16,45,7,1,2,0,9,55.0,0.55,Normal,0,1,Moderate Load
2026-01-07 17:00:00,BLDG_A,2,A201,Lab,30,3,24.06,53.59,1,Wednesday,17,0,7,1,2,0,27,10.0,0.1,Low,0,0,Low Load
2026-01-07 17:15:00,BLDG_A,2,A202,Conference,25,3,23.2,50.6,1,Wednesday,17,15,7,1,2,0,22,12.0,0.12,Low,0,0,Low Load
2026-01-07 17:30:00,BLDG_B,1,B101,Office,8,2,24.09,56.91,1,Wednesday,17,30,7,1,2,0,6,25.0,0.25,Low,0,0,Low Load
2026-01-07 17:45:00,BLDG_B,1,B102,Office,15,2,25.53,46.87,1,Wednesday,17,45,7,1,2,0,13,13.33,0.133,Low,0,0,Low Load
2026-01-07 18:00:00,BLDG_B,1,B103,Meeting Room,18,0,20.47,55.2,0,Wednesday,18,0,7,1,2,0,18,0.0,0.0,Low,0,0,Low Load
2026-01-07 18:15:00,BLDG_B,2,B201,Training Room,35,1,22.56,63.5,0,Wednesday,18,15,7,1,2,0,34,2.86,0.029,Low,0,0,Low Load
2026-01-07 18:30:00,BLDG_B,2,B202,Conference,25,0,23.18,65.93,0,Wednesday,18,30,7,1,2,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-07 18:45:00,BLDG_C,1,C101,Office,10,0,22.24,49.73,0,Wednesday,18,45,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-07 19:00:00,BLDG_C,1,C102,Office,14,0,22.31,64.99,0,Wednesday,19,0,7,1,2,0,14,0.0,0.0,Low,0,0,Low Load
2026-01-07 19:15:00,BLDG_C,1,C103,Meeting Room,20,4,22.3,68.34,0,Wednesday,19,15,7,1,2,0,16,20.0,0.2,Low,0,0,Low Load
2026-01-07 19:30:00,BLDG_C,2,C201,Lab,30,1,24.8,54.35,0,Wednesday,19,30,7,1,2,0,29,3.33,0.033,Low,0,0,Low Load
2026-01-07 19:45:00,BLDG_C,2,C202,Training Room,40,2,23.14,77.25,0,Wednesday,19,45,7,1,2,0,38,5.0,0.05,Low,0,0,Low Load
2026-01-07 20:00:00,BLDG_A,1,A101,Office,10,1,21.85,61.78,0,Wednesday,20,0,7,1,2,0,9,10.0,0.1,Low,0,0,Low Load
2026-01-07 20:15:00,BLDG_A,1,A102,Office,12,0,22.11,61.36,0,Wednesday,20,15,7,1,2,0,12,0.0,0.0,Low,0,0,Low Load
2026-01-07 20:30:00,BLDG_A,1,A103,Meeting Room,20,1,23.03,55.1,0,Wednesday,20,30,7,1,2,0,19,5.0,0.05,Low,0,0,Low Load
2026-01-07 20:45:00,BLDG_A,2,A201,Lab,30,2,23.21,41.44,0,Wednesday,20,45,7,1,2,0,28,6.67,0.067,Low,0,0,Low Load
2026-01-07 21:00:00,BLDG_A,2,A202,Conference,25,2,21.52,44.9,0,Wednesday,21,0,7,1,2,0,23,8.0,0.08,Low,0,0,Low Load
2026-01-07 21:15:00,BLDG_B,1,B101,Office,8,0,22.8,50.15,0,Wednesday,21,15,7,1,2,0,8,0.0,0.0,Low,0,0,Low Load
2026-01-07 21:30:00,BLDG_B,1,B102,Office,15,2,21.09,52.15,0,Wednesday,21,30,7,1,2,0,13,13.33,0.133,Low,0,0,Low Load
2026-01-07 21:45:00,BLDG_B,1,B103,Meeting Room,18,0,22.64,56.95,0,Wednesday,21,45,7,1,2,0,18,0.0,0.0,Low,0,0,Low Load
2026-01-07 22:00:00,BLDG_B,2,B201,Training Room,35,0,23.57,55.44,0,Wednesday,22,0,7,1,2,0,35,0.0,0.0,Low,0,0,Low Load
2026-01-07 22:15:00,BLDG_B,2,B202,Conference,25,0,20.35,54.91,0,Wednesday,22,15,7,1,2,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-07 22:30:00,BLDG_C,1,C101,Office,10,0,22.58,54.8,0,Wednesday,22,30,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-07 22:45:00,BLDG_C,1,C102,Office,14,1,23.84,47.22,0,Wednesday,22,45,7,1,2,0,13,7.14,0.071,Low,0,0,Low Load
2026-01-07 23:00:00,BLDG_C,1,C103,Meeting Room,20,0,21.39,57.02,0,Wednesday,23,0,7,1,2,0,20,0.0,0.0,Low,0,0,Low Load
2026-01-07 23:15:00,BLDG_C,2,C201,Lab,30,5,22.18,37.49,0,Wednesday,23,15,7,1,2,0,25,16.67,0.167,Low,0,0,Low Load
2026-01-07 23:30:00,BLDG_C,2,C202,Training Room,40,0,21.7,51.1,0,Wednesday,23,30,7,1,2,0,40,0.0,0.0,Low,0,0,Low Load
2026-01-07 23:45:00,BLDG_A,1,A101,Office,10,0,22.75,52.82,0,Wednesday,23,45,7,1,2,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-08 00:00:00,BLDG_A,1,A102,Office,12,2,21.89,48.96,0,Thursday,0,0,8,1,3,0,10,16.67,0.167,Low,0,0,Low Load
2026-01-08 00:15:00,BLDG_A,1,A103,Meeting Room,20,2,20.86,57.73,0,Thursday,0,15,8,1,3,0,18,10.0,0.1,Low,0,0,Low Load
2026-01-08 00:30:00,BLDG_A,2,A201,Lab,30,1,22.52,66.12,0,Thursday,0,30,8,1,3,0,29,3.33,0.033,Low,0,0,Low Load
2026-01-08 00:45:00,BLDG_A,2,A202,Conference,25,0,25.17,53.42,0,Thursday,0,45,8,1,3,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-08 01:00:00,BLDG_B,1,B101,Office,8,0,22.78,47.47,0,Thursday,1,0,8,1,3,0,8,0.0,0.0,Low,0,0,Low Load
2026-01-08 01:15:00,BLDG_B,1,B102,Office,15,0,23.18,58.89,0,Thursday,1,15,8,1,3,0,15,0.0,0.0,Low,0,0,Low Load
2026-01-08 01:30:00,BLDG_B,1,B103,Meeting Room,18,0,23.88,63.1,0,Thursday,1,30,8,1,3,0,18,0.0,0.0,Low,0,0,Low Load
2026-01-08 01:45:00,BLDG_B,2,B201,Training Room,35,6,23.34,64.54,0,Thursday,1,45,8,1,3,0,29,17.14,0.171,Low,0,0,Low Load
2026-01-08 02:00:00,BLDG_B,2,B202,Conference,25,0,22.32,48.93,0,Thursday,2,0,8,1,3,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-08 02:15:00,BLDG_C,1,C101,Office,10,1,22.01,53.84,0,Thursday,2,15,8,1,3,0,9,10.0,0.1,Low,0,0,Low Load
2026-01-08 02:30:00,BLDG_C,1,C102,Office,14,3,22.5,57.9,0,Thursday,2,30,8,1,3,0,11,21.43,0.214,Low,0,0,Low Load
2026-01-08 02:45:00,BLDG_C,1,C103,Meeting Room,20,0,22.79,55.04,0,Thursday,2,45,8,1,3,0,20,0.0,0.0,Low,0,0,Low Load
2026-01-08 03:00:00,BLDG_C,2,C201,Lab,30,2,24.1,66.53,0,Thursday,3,0,8,1,3,0,28,6.67,0.067,Low,0,0,Low Load
2026-01-08 03:15:00,BLDG_C,2,C202,Training Room,40,2,23.41,46.94,0,Thursday,3,15,8,1,3,0,38,5.0,0.05,Low,0,0,Low Load
2026-01-08 03:30:00,BLDG_A,1,A101,Office,10,0,23.83,61.06,0,Thursday,3,30,8,1,3,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-08 03:45:00,BLDG_A,1,A102,Office,12,1,23.76,58.44,0,Thursday,3,45,8,1,3,0,11,8.33,0.083,Low,0,0,Low Load
2026-01-08 04:00:00,BLDG_A,1,A103,Meeting Room,20,3,23.05,52.51,0,Thursday,4,0,8,1,3,0,17,15.0,0.15,Low,0,0,Low Load
2026-01-08 04:15:00,BLDG_A,2,A201,Lab,30,2,19.18,57.68,0,Thursday,4,15,8,1,3,0,28,6.67,0.067,Low,0,0,Low Load
2026-01-08 04:30:00,BLDG_A,2,A202,Conference,25,0,20.63,58.16,0,Thursday,4,30,8,1,3,0,25,0.0,0.0,Low,0,0,Low Load
2026-01-08 04:45:00,BLDG_B,1,B101,Office,8,1,21.31,50.02,0,Thursday,4,45,8,1,3,0,7,12.5,0.125,Low,0,0,Low Load
2026-01-08 05:00:00,BLDG_B,1,B102,Office,15,3,22.12,70.7,0,Thursday,5,0,8,1,3,0,12,20.0,0.2,Low,0,0,Low Load
2026-01-08 05:15:00,BLDG_B,1,B103,Meeting Room,18,1,23.19,66.32,0,Thursday,5,15,8,1,3,0,17,5.56,0.056,Low,0,0,Low Load
2026-01-08 05:30:00,BLDG_B,2,B201,Training Room,35,2,21.5,54.23,0,Thursday,5,30,8,1,3,0,33,5.71,0.057,Low,0,0,Low Load
2026-01-08 05:45:00,BLDG_B,2,B202,Conference,25,1,21.06,53.21,0,Thursday,5,45,8,1,3,0,24,4.0,0.04,Low,0,0,Low Load
2026-01-08 06:00:00,BLDG_C,1,C101,Office,10,0,23.81,55.24,0,Thursday,6,0,8,1,3,0,10,0.0,0.0,Low,0,0,Low Load
2026-01-08 06:15:00,BLDG_C,1,C102,Office,14,0,22.57,56.56,0,Thursday,6,15,8,1,3,0,14,0.0,0.0,Low,0,0,Low Load
2026-01-08 06:30:00,BLDG_C,1,C103,Meeting Room,20,2,21.5,47.71,0,Thursday,6,30,8,1,3,0,18,10.0,0.1,Low,0,0,Low Load
2026-01-08 06:45:00,BLDG_C,2,C201,Lab,30,4,22.21,45.08,0,Thursday,6,45,8,1,3,0,26,13.33,0.133,Low,0,0,Low Load
2026-01-08 07:00:00,BLDG_C,2,C202,Training Room,40,3,23.26,44.28,0,Thursday,7,0,8,1,3,0,37,7.5,0.075,Low,0,0,Low Load
2026-01-08 07:15:00,BLDG_A,1,A101,Office,10,1,23.58,57.62,0,Thursday,7,15,8,1,3,0,9,10.0,0.1,Low,0,0,Low Load
2026-01-08 07:30:00,BLDG_A,1,A102,Office,12,1,21.01,57.32,0,Thursday,7,30,8,1,3,0,11,8.33,0.083,Low,0,0,Low Load
2026-01-08 07:45:00,BLDG_A,1,A103,Meeting Room,20,0,22.12,61.09,0,Thursday,7,45,8,1,3,0,20,0.0,0.0,Low,0,0,Low Load
2026-01-08 08:00:00,BLDG_A,2,A201,Lab,30,11,25.38,54.23,1,Thursday,8,0,8,1,3,0,19,36.67,0.367,Low,0,0,Low Load
2026-01-08 08:15:00,BLDG_A,2,A202,Conference,25,6,23.95,55.92,1,Thursday,8,15,8,1,3,0,19,24.0,0.24,Low,0,0,Low Load
2026-01-08 08:30:00,BLDG_B,1,B101,Office,8,3,22.92,52.1,1,Thursday,8,30,8,1,3,0,5,37.5,0.375,Low,0,0,Low Load
2026-01-08 08:45:00,BLDG_B,1,B102,Office,15,5,24.21,59.69,1,Thursday,8,45,8,1,3,0,10,33.33,0.333,Low,0,0,Low Load
2026-01-08 09:00:00,BLDG_B,1,B103,Meeting Room,18,9,24.25,46.36,1,Thursday,9,0,8,1,3,0,9,50.0,0.5,Normal,0,1,Moderate Load
2026-01-08 09:15:00,BLDG_B,2,B201,Training Room,35,20,21.81,47.68,1,Thursday,9,15,8,1,3,0,15,57.14,0.571,Normal,0,1,Moderate Load
2026-01-08 09:30:00,BLDG_B,2,B202,Conference,25,9,23.47,52.64,1,Thursday,9,30,8,1,3,0,16,36.0,0.36,Low,0,1,Low Load
2026-01-08 09:45:00,BLDG_C,1,C101,Office,10,7,24.18,57.87,1,Thursday,9,45,8,1,3,0,3,70.0,0.7,Normal,0,1,Moderate Load
2026-01-08 10:00:00,BLDG_C,1,C102,Office,14,9,23.36,39.74,1,Thursday,10,0,8,1,3,0,5,64.29,0.643,Normal,0,1,Moderate Load
2026-01-08 10:15:00,BLDG_C,1,C103,Meeting Room,20,11,25.05,63.31,1,Thursday,10,15,8,1,3,0,9,55.0,0.55,Normal,0,1,Moderate Load
2026-01-08 10:30:00,BLDG_C,2,C201,Lab,30,15,24.38,51.3,1,Thursday,10,30,8,1,3,0,15,50.0,0.5,Normal,0,1,Moderate Load
2026-01-08 10:45:00,BLDG_C,2,C202,Training Room,40,17,23.13,60.64,1,Thursday,10,45,8,1,3,0,23,42.5,0.425,Low,0,1,Low Load
2026-01-08 11:00:00,BLDG_A,1,A101,Office,10,7,24.97,59.89,1,Thursday,11,0,8,1,3,0,3,70.0,0.7,Normal,0,1,Moderate Load
2026-01-08 11:15:00,BLDG_A,1,A102,Office,12,7,22.77,51.24,1,Thursday,11,15,8,1,3,0,5,58.33,0.583,Normal,0,1,Moderate Load
2026-01-08 11:30:00,BLDG_A,1,A103,Meeting Room,20,12,24.33,46.31,1,Thursday,11,30,8,1,3,0,8,60.0,0.6,Normal,0,1,Moderate Load
2026-01-08 11:45:00,BLDG_A,2,A201,Lab,30,14,26.73,45.36,1,Thursday,11,45,8,1,3,0,16,46.67,0.467,Low,0,1,Low Load
2026-01-08 12:00:00,BLDG_A,2,A202,Conference,25,11,24.29,55.83,1,Thursday,12,0,8,1,3,0,14,44.0,0.44,Low,0,0,Low Load
2026-01-08 12:15:00,BLDG_B,1,B101,Office,8,3,25.54,51.8,1,Thursday,12,15,8,1,3,0,5,37.5,0.375,Low,0,0,Low Load
2026-01-08 12:30:00,BLDG_B,1,B102,Office,15,7,23.73,47.5,1,Thursday,12,30,8,1,3,0,8,46.67,0.467,Low,0,0,Low Load
2026-01-08 12:45:00,BLDG_B,1,B103,Meeting Room,18,7,23.71,53.62,1,Thursday,12,45,8,1,3,0,11,38.89,0.389,Low,0,0,Low Load
2026-01-08 13:00:00,BLDG_B,2,B201,Training Room,35,6,21.89,48.61,1,Thursday,13,0,8,1,3,0,29,17.14,0.171,Low,0,0,Low Load
2026-01-08 13:15:00,BLDG_B,2,B202,Conference,25,8,27.17,50.89,1,Thursday,13,15,8,1,3,0,17,32.0,0.32,Low,0,0,Low Load
2026-01-08 13:30:00,BLDG_C,1,C101,Office,10,5,23.62,58.03,1,Thursday,13,30,8,1,3,0,5,50.0,0.5,Normal,0,0,Moderate Load
2026-01-08 13:45:00,BLDG_C,1,C102,Office,14,5,23.31,45.21,1,Thursday,13,45,8,1,3,0,9,35.71,0.357,Low,0,0,Low Load
2026-01-08 14:00:00,BLDG_C,1,C103,Meeting Room,20,7,23.47,50.83,1,Thursday,14,0,8,1,3,0,13,35.0,0.35,Low,0,1,Low Load
2026-01-08 14:15:00,BLDG_C,2,C201,Lab,30,14,24.02,50.41,1,Thursday,14,15,8,1,3,0,16,46.67,0.467,Low,0,1,Low Load
2026-01-08 14:30:00,BLDG_C,2,C202,Training Room,40,21,24.39,61.82,1,Thursday,14,30,8,1,3,0,19,52.5,0.525,Normal,0,1,Moderate Load
2026-01-08 14:45:00,BLDG_A,1,A101,Office,10,7,24.54,59.19,1,Thursday,14,45,8,1,3,0,3,70.0,0.7,Normal,0,1,Moderate Load
2026-01-08 15:00:00,BLDG_A,1,A102,Office,12,7,24.64,45.51,1,Thursday,15,0,8,1,3,0,5,58.33,0.583,Normal,0,1,Moderate Load
2026-01-08 15:15:00,BLDG_A,1,A103,Meeting Room,20,8,24.81,65.41,1,Thursday,15,15,8,1,3,0,12,40.0,0.4,Low,0,1,Low Load
2026-01-08 15:30:00,BLDG_A,2,A201,Lab,30,13,23.51,55.71,1,Thursday,15,30,8,1,3,0,17,43.33,0.433,Low,0,1,Low Load
2026-01-08 15:45:00,BLDG_A,2,A202,Conference,25,11,23.37,57.46,1,Thursday,15,45,8,1,3,0,14,44.0,0.44,Low,0,1,Low Load
2026-01-08 16:00:00,BLDG_B,1,B101,Office,8,7,22.9,53.35,1,Thursday,16,0,8,1,3,0,1,87.5,0.875,High,0,1,High Load
2026-01-08 16:15:00,BLDG_B,1,B102,Office,15,8,25.93,54.31,1,Thursday,16,15,8,1,3,0,7,53.33,0.533,Normal,0,1,Moderate Load
2026-01-08 16:30:00,BLDG_B,1,B103,Meeting Room,18,8,22.73,53.16,1,Thursday,16,30,8,1,3,0,10,44.44,0.444,Low,0,1,Low Load
2026-01-08 16:45:00,BLDG_B,2,B201,Training Room,35,11,23.6,64.02,1,Thursday,16,45,8,1,3,0,24,31.43,0.314,Low,0,1,Low Load
2026-01-08 17:00:00,BLDG_B,2,B202,Conference,25,5,23.69,55.03,1,Thursday,17,0,8,1,3,0,20,20.0,0.2,Low,0,0,Low Load
2026-01-08 17:15:00,BLDG_C,1,C101,Office,10,4,21.4,51.2,1,Thursday,17,15,8,1,3,0,6,40.0,0.4,Low,0,0,Low Load
2026-01-08 17:30:00,BLDG_C,1,C102,Office,14,4,24.37,52.31,1,Thursday,17,30,8,1,3,0,10,28.57,0.286,Low,0,0,Low Load
2026-01-08 17:45:00,BLDG_C,1,C103,Meeting Room,20,7,24.02,61.74,1,Thursday,17,45,8,1,3,0,13,35.0,0.35,Low,0,0,Low Load
2026-01-08 18:00:00,BLDG_C,2,C201,Lab,30,2,22.03,59.88,0,Thursday,18,0,8,1,3,0,28,6.67,0.067,Low,0,0,Low Load
