Event_ID,Timestamp,Building_ID,Zone,Person_ID,Person_Type,Badge_ID,Access_Type,Authorization_Status,Risk_Level,Event_Type,Access_Duration_Min,Security_Alert,CCTV_Status,Incident_Detected,Hour,Day,Day_of_Week,Month,Date,Working_Hours,Unauthorized_Access,Security_Alert_Flag,Incident_Flag,CCTV_Issue_Flag,High_Risk_Flag,Security_Event_Score,Security_Status
SEC_0295,2026-01-07 11:00:00,BLDG_B,Meeting Room,P1208,Employee,BADGE_10043,Exit,Authorized,Low,Normal Access,118,No,Normal,No,11,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0296,2026-01-07 11:30:00,BLDG_B,Restricted Zone,P1214,Visitor,BADGE_10059,Entry,Denied,High,Restricted Access,133,Yes,Unusual,Yes,11,7,Wednesday,1,2026-01-07,Yes,0,1,1,1,1,4,Critical
SEC_0297,2026-01-07 12:00:00,BLDG_C,Parking Area,P1004,Contractor,BADGE_10090,Exit,Authorized,Low,Normal Access,105,No,Normal,No,12,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0298,2026-01-07 12:30:00,BLDG_C,Parking Area,P1199,Contractor,BADGE_10362,Entry,Denied,Medium,Failed Access,27,No,Normal,No,12,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0299,2026-01-07 13:00:00,BLDG_C,Meeting Room,P1049,Employee,BADGE_10175,Exit,Authorized,Low,Normal Access,53,No,Normal,No,13,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0300,2026-01-07 13:30:00,BLDG_A,Parking Area,P1084,Employee,BADGE_10308,Entry,Authorized,Medium,Normal Access,106,No,Normal,No,13,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0301,2026-01-07 14:00:00,BLDG_B,Office Floor,P1294,Contractor,BADGE_10062,Entry,Authorized,Low,Normal Access,87,No,Normal,No,14,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0302,2026-01-07 14:30:00,BLDG_C,Common Area,P1235,Employee,BADGE_10108,Entry,Authorized,Low,Normal Access,162,No,Normal,No,14,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0303,2026-01-07 15:00:00,BLDG_A,Restricted Zone,P1184,Employee,BADGE_10320,Entry,Denied,High,Failed Access,91,Yes,Unusual,Yes,15,7,Wednesday,1,2026-01-07,Yes,0,1,1,1,1,4,Critical
SEC_0304,2026-01-07 15:30:00,BLDG_B,Office Floor,P1260,Employee,BADGE_10108,Exit,Authorized,Low,Normal Access,116,No,Normal,No,15,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0305,2026-01-07 16:00:00,BLDG_C,Meeting Room,P1094,Employee,BADGE_10321,Entry,Denied,High,Restricted Access,172,Yes,Normal,No,16,7,Wednesday,1,2026-01-07,Yes,0,1,0,0,1,2,Warning
SEC_0306,2026-01-07 16:30:00,BLDG_B,Office Floor,P1101,Employee,BADGE_10476,Exit,Authorized,Low,Normal Access,157,No,Normal,No,16,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0307,2026-01-07 17:00:00,BLDG_A,Common Area,P1101,Employee,BADGE_10155,Entry,Authorized,Low,Normal Access,122,No,Normal,No,17,7,Wednesday,1,2026-01-07,Yes,0,0,0,0,0,0,Normal
SEC_0308,2026-01-07 17:30:00,BLDG_B,Restricted Zone,P1089,Employee,BADGE_10093,Exit,Authorized,High,Suspicious Activity,72,Yes,Suspicious,Yes,17,7,Wednesday,1,2026-01-07,Yes,0,1,1,0,1,3,Warning
SEC_0309,2026-01-07 18:00:00,BLDG_A,Meeting Room,P1116,Visitor,BADGE_10349,Exit,Denied,Medium,Restricted Access,92,Yes,Normal,No,18,7,Wednesday,1,2026-01-07,No,0,1,0,0,0,1,Monitoring
SEC_0310,2026-01-07 18:30:00,BLDG_B,Server Room,P1193,Contractor,BADGE_10401,Exit,Denied,Medium,Failed Access,23,No,Unusual,No,18,7,Wednesday,1,2026-01-07,No,0,0,0,1,0,1,Monitoring
SEC_0311,2026-01-07 19:00:00,BLDG_C,Office Floor,P1282,Contractor,BADGE_10371,Exit,Authorized,Low,Normal Access,148,No,Normal,No,19,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0312,2026-01-07 19:30:00,BLDG_A,Meeting Room,P1084,Contractor,BADGE_10399,Exit,Authorized,Low,Normal Access,117,No,Normal,No,19,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0313,2026-01-07 20:00:00,BLDG_A,Office Floor,P1271,Employee,BADGE_10483,Exit,Authorized,Low,Normal Access,166,No,Normal,No,20,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0314,2026-01-07 20:30:00,BLDG_B,Office Floor,P1004,Visitor,BADGE_10323,Entry,Authorized,Low,Normal Access,35,No,Normal,No,20,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0315,2026-01-07 21:00:00,BLDG_C,Common Area,P1249,Employee,BADGE_10188,Entry,Authorized,Low,Normal Access,55,No,Normal,No,21,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0316,2026-01-07 21:30:00,BLDG_A,Parking Area,P1038,Employee,BADGE_10499,Entry,Authorized,Low,Normal Access,165,No,Normal,No,21,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0317,2026-01-07 22:00:00,BLDG_C,Server Room,P1206,Employee,BADGE_10185,Entry,Authorized,Low,Normal Access,127,No,Normal,No,22,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0318,2026-01-07 22:30:00,BLDG_A,Restricted Zone,P1287,Employee,BADGE_10426,Entry,Denied,High,Failed Access,33,Yes,Normal,Yes,22,7,Wednesday,1,2026-01-07,No,0,1,1,0,1,3,Warning
SEC_0319,2026-01-07 23:00:00,BLDG_A,Parking Area,P1111,Employee,BADGE_10153,Exit,Authorized,Low,Normal Access,124,No,Normal,No,23,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0320,2026-01-07 23:30:00,BLDG_C,Office Floor,P1104,Employee,BADGE_10271,Entry,Authorized,Low,Normal Access,97,No,Normal,No,23,7,Wednesday,1,2026-01-07,No,0,0,0,0,0,0,Normal
SEC_0321,2026-01-08 00:00:00,BLDG_A,Server Room,P1169,Employee,BADGE_10477,Entry,Authorized,Low,Normal Access,74,No,Normal,No,0,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0322,2026-01-08 00:30:00,BLDG_A,Meeting Room,P1183,Contractor,BADGE_10192,Exit,Authorized,Low,Normal Access,66,No,Normal,No,0,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0323,2026-01-08 01:00:00,BLDG_A,Common Area,P1078,Employee,BADGE_10314,Entry,Denied,Low,Failed Access,34,No,Unusual,No,1,8,Thursday,1,2026-01-08,No,0,0,0,1,0,1,Monitoring
SEC_0324,2026-01-08 01:30:00,BLDG_C,Meeting Room,P1193,Employee,BADGE_10453,Exit,Authorized,Medium,Normal Access,28,No,Normal,No,1,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0325,2026-01-08 02:00:00,BLDG_B,Office Floor,P1095,Contractor,BADGE_10452,Exit,Denied,High,Failed Access,173,Yes,Unusual,No,2,8,Thursday,1,2026-01-08,No,0,1,0,1,1,3,Warning
SEC_0326,2026-01-08 02:30:00,BLDG_A,Server Room,P1272,Employee,BADGE_10083,Exit,Authorized,Low,Normal Access,180,No,Normal,No,2,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0327,2026-01-08 03:00:00,BLDG_A,Common Area,P1097,Employee,BADGE_10005,Entry,Authorized,Low,Normal Access,58,No,Normal,No,3,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0328,2026-01-08 03:30:00,BLDG_C,Common Area,P1047,Employee,BADGE_10167,Entry,Authorized,Low,Normal Access,34,No,Normal,No,3,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0329,2026-01-08 04:00:00,BLDG_B,Common Area,P1029,Employee,BADGE_10280,Entry,Authorized,Low,Normal Access,83,No,Normal,No,4,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0330,2026-01-08 04:30:00,BLDG_C,Restricted Zone,P1169,Employee,BADGE_10453,Entry,Denied,Critical,Failed Access,83,Yes,Normal,Yes,4,8,Thursday,1,2026-01-08,No,0,1,1,0,1,3,Warning
SEC_0331,2026-01-08 05:00:00,BLDG_B,Meeting Room,P1208,Employee,BADGE_10002,Entry,Authorized,Low,Normal Access,125,No,Normal,No,5,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0332,2026-01-08 05:30:00,BLDG_B,Parking Area,P1041,Employee,BADGE_10438,Exit,Authorized,Low,Normal Access,149,No,Normal,No,5,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0333,2026-01-08 06:00:00,BLDG_B,Common Area,P1048,Employee,BADGE_10326,Entry,Authorized,High,Suspicious Activity,101,Yes,Unusual,Yes,6,8,Thursday,1,2026-01-08,No,0,1,1,1,1,4,Critical
SEC_0334,2026-01-08 06:30:00,BLDG_A,Office Floor,P1048,Employee,BADGE_10405,Entry,Authorized,Low,Normal Access,124,No,Normal,No,6,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0335,2026-01-08 07:00:00,BLDG_C,Common Area,P1137,Employee,BADGE_10164,Entry,Authorized,Medium,Normal Access,84,No,Normal,No,7,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0336,2026-01-08 07:30:00,BLDG_C,Meeting Room,P1054,Visitor,BADGE_10178,Entry,Authorized,Medium,Suspicious Activity,164,Yes,Unusual,Yes,7,8,Thursday,1,2026-01-08,No,0,1,1,1,0,3,Warning
SEC_0337,2026-01-08 08:00:00,BLDG_C,Office Floor,P1248,Visitor,BADGE_10348,Exit,Authorized,Low,Normal Access,18,No,Normal,No,8,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0338,2026-01-08 08:30:00,BLDG_B,Common Area,P1047,Employee,BADGE_10063,Entry,Authorized,Low,Normal Access,111,No,Normal,No,8,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0339,2026-01-08 09:00:00,BLDG_A,Office Floor,P1094,Employee,BADGE_10304,Entry,Authorized,Low,Normal Access,139,No,Normal,No,9,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0340,2026-01-08 09:30:00,BLDG_C,Meeting Room,P1091,Employee,BADGE_10238,Entry,Authorized,Low,Normal Access,9,No,Normal,No,9,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0341,2026-01-08 10:00:00,BLDG_A,Meeting Room,P1182,Contractor,BADGE_10037,Exit,Authorized,Low,Normal Access,138,No,Normal,No,10,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0342,2026-01-08 10:30:00,BLDG_A,Parking Area,P1114,Employee,BADGE_10252,Exit,Authorized,Low,Normal Access,108,No,Normal,No,10,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0343,2026-01-08 11:00:00,BLDG_C,Office Floor,P1256,Visitor,BADGE_10135,Entry,Authorized,Low,Normal Access,62,No,Normal,No,11,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0344,2026-01-08 11:30:00,BLDG_B,Office Floor,P1102,Employee,BADGE_10038,Entry,Authorized,Low,Normal Access,86,No,Normal,No,11,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0345,2026-01-08 12:00:00,BLDG_A,Office Floor,P1291,Employee,BADGE_10452,Exit,Authorized,Low,Normal Access,70,No,Normal,No,12,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0346,2026-01-08 12:30:00,BLDG_A,Restricted Zone,P1153,Employee,BADGE_10237,Exit,Authorized,Low,Normal Access,56,No,Normal,No,12,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0347,2026-01-08 13:00:00,BLDG_A,Server Room,P1213,Visitor,BADGE_10317,Exit,Authorized,Low,Normal Access,138,No,Normal,No,13,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0348,2026-01-08 13:30:00,BLDG_A,Server Room,P1214,Employee,BADGE_10457,Entry,Authorized,Low,Normal Access,30,No,Normal,No,13,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0349,2026-01-08 14:00:00,BLDG_B,Meeting Room,P1085,Visitor,BADGE_10450,Entry,Authorized,Low,Normal Access,135,No,Normal,No,14,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0350,2026-01-08 14:30:00,BLDG_C,Office Floor,P1122,Employee,BADGE_10138,Entry,Authorized,Low,Normal Access,116,No,Normal,No,14,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0351,2026-01-08 15:00:00,BLDG_A,Common Area,P1152,Employee,BADGE_10072,Entry,Authorized,Low,Normal Access,108,No,Normal,No,15,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0352,2026-01-08 15:30:00,BLDG_B,Meeting Room,P1141,Employee,BADGE_10246,Entry,Authorized,Low,Normal Access,130,No,Normal,No,15,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0353,2026-01-08 16:00:00,BLDG_B,Common Area,P1282,Employee,BADGE_10017,Exit,Authorized,Low,Normal Access,72,No,Normal,No,16,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0354,2026-01-08 16:30:00,BLDG_A,Parking Area,P1251,Employee,BADGE_10253,Exit,Denied,High,Restricted Access,132,Yes,Unusual,No,16,8,Thursday,1,2026-01-08,Yes,0,1,0,1,1,3,Warning
SEC_0355,2026-01-08 17:00:00,BLDG_B,Common Area,P1093,Employee,BADGE_10086,Entry,Authorized,Low,Normal Access,81,No,Normal,No,17,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0356,2026-01-08 17:30:00,BLDG_A,Office Floor,P1271,Employee,BADGE_10387,Entry,Authorized,Low,Normal Access,140,No,Normal,No,17,8,Thursday,1,2026-01-08,Yes,0,0,0,0,0,0,Normal
SEC_0357,2026-01-08 18:00:00,BLDG_A,Meeting Room,P1204,Visitor,BADGE_10239,Exit,Authorized,Low,Normal Access,105,No,Normal,No,18,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0358,2026-01-08 18:30:00,BLDG_C,Office Floor,P1221,Employee,BADGE_10123,Entry,Authorized,Low,Normal Access,68,No,Normal,No,18,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0359,2026-01-08 19:00:00,BLDG_A,Meeting Room,P1122,Employee,BADGE_10479,Entry,Authorized,Low,Normal Access,108,No,Normal,No,19,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0360,2026-01-08 19:30:00,BLDG_C,Meeting Room,P1207,Visitor,BADGE_10048,Exit,Authorized,Low,Normal Access,154,No,Normal,No,19,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0361,2026-01-08 20:00:00,BLDG_B,Meeting Room,P1211,Employee,BADGE_10192,Entry,Authorized,Low,Normal Access,45,No,Normal,No,20,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0362,2026-01-08 20:30:00,BLDG_C,Office Floor,P1277,Employee,BADGE_10064,Exit,Authorized,Low,Normal Access,91,No,Normal,No,20,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0363,2026-01-08 21:00:00,BLDG_C,Common Area,P1008,Employee,BADGE_10104,Entry,Authorized,Low,Normal Access,60,No,Normal,No,21,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0364,2026-01-08 21:30:00,BLDG_A,Common Area,P1218,Visitor,BADGE_10002,Exit,Authorized,Low,Normal Access,179,No,Normal,No,21,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0365,2026-01-08 22:00:00,BLDG_B,Server Room,P1166,Employee,BADGE_10451,Exit,Authorized,Low,Normal Access,62,No,Normal,No,22,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0366,2026-01-08 22:30:00,BLDG_A,Office Floor,P1207,Employee,BADGE_10388,Exit,Authorized,Low,Normal Access,24,No,Normal,No,22,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0367,2026-01-08 23:00:00,BLDG_C,Parking Area,P1022,Visitor,BADGE_10070,Exit,Authorized,Low,Normal Access,126,No,Normal,No,23,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0368,2026-01-08 23:30:00,BLDG_C,Office Floor,P1187,Employee,BADGE_10232,Entry,Authorized,Low,Normal Access,158,No,Normal,No,23,8,Thursday,1,2026-01-08,No,0,0,0,0,0,0,Normal
SEC_0369,2026-01-09 00:00:00,BLDG_B,Common Area,P1027,Employee,BADGE_10276,Exit,Authorized,Medium,Normal Access,141,No,Normal,No,0,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0370,2026-01-09 00:30:00,BLDG_A,Parking Area,P1291,Visitor,BADGE_10500,Exit,Denied,Medium,Failed Access,150,No,Normal,No,0,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0371,2026-01-09 01:00:00,BLDG_C,Common Area,P1114,Employee,BADGE_10433,Exit,Authorized,Low,Normal Access,101,No,Normal,No,1,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0372,2026-01-09 01:30:00,BLDG_A,Server Room,P1025,Employee,BADGE_10068,Exit,Authorized,Low,Normal Access,62,No,Normal,No,1,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0373,2026-01-09 02:00:00,BLDG_B,Parking Area,P1139,Employee,BADGE_10110,Entry,Authorized,Low,Normal Access,29,No,Normal,No,2,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0374,2026-01-09 02:30:00,BLDG_B,Office Floor,P1014,Contractor,BADGE_10203,Exit,Authorized,Low,Normal Access,33,No,Normal,No,2,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0375,2026-01-09 03:00:00,BLDG_B,Common Area,P1182,Employee,BADGE_10458,Entry,Denied,Medium,Failed Access,151,No,Normal,No,3,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0376,2026-01-09 03:30:00,BLDG_A,Common Area,P1093,Employee,BADGE_10430,Entry,Authorized,Low,Normal Access,143,No,Normal,No,3,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0377,2026-01-09 04:00:00,BLDG_A,Parking Area,P1166,Employee,BADGE_10131,Entry,Authorized,Low,Normal Access,157,No,Normal,No,4,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0378,2026-01-09 04:30:00,BLDG_B,Meeting Room,P1299,Employee,BADGE_10150,Exit,Authorized,Low,Normal Access,149,No,Normal,No,4,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0379,2026-01-09 05:00:00,BLDG_A,Meeting Room,P1007,Employee,BADGE_10464,Exit,Authorized,Low,Normal Access,46,No,Normal,No,5,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0380,2026-01-09 05:30:00,BLDG_C,Parking Area,P1293,Employee,BADGE_10234,Exit,Authorized,Low,Normal Access,120,No,Normal,No,5,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0381,2026-01-09 06:00:00,BLDG_B,Restricted Zone,P1273,Visitor,BADGE_10064,Entry,Authorized,Low,Normal Access,43,No,Normal,No,6,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0382,2026-01-09 06:30:00,BLDG_C,Office Floor,P1216,Employee,BADGE_10394,Entry,Authorized,Low,Normal Access,161,No,Normal,No,6,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0383,2026-01-09 07:00:00,BLDG_A,Office Floor,P1110,Contractor,BADGE_10192,Exit,Denied,Medium,Failed Access,137,No,Normal,No,7,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0384,2026-01-09 07:30:00,BLDG_A,Office Floor,P1282,Visitor,BADGE_10086,Entry,Authorized,Medium,Normal Access,5,No,Normal,No,7,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0385,2026-01-09 08:00:00,BLDG_A,Meeting Room,P1096,Visitor,BADGE_10190,Entry,Authorized,Low,Normal Access,11,No,Normal,No,8,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0386,2026-01-09 08:30:00,BLDG_B,Office Floor,P1106,Employee,BADGE_10181,Entry,Authorized,Low,Normal Access,10,No,Normal,No,8,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0387,2026-01-09 09:00:00,BLDG_A,Meeting Room,P1167,Employee,BADGE_10013,Exit,Authorized,Low,Normal Access,82,No,Normal,No,9,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0388,2026-01-09 09:30:00,BLDG_C,Restricted Zone,P1038,Employee,BADGE_10211,Entry,Authorized,Low,Normal Access,72,No,Normal,No,9,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0389,2026-01-09 10:00:00,BLDG_A,Parking Area,P1229,Employee,BADGE_10390,Exit,Authorized,Medium,Normal Access,78,No,Normal,No,10,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0390,2026-01-09 10:30:00,BLDG_B,Common Area,P1191,Employee,BADGE_10422,Entry,Authorized,Low,Normal Access,121,No,Normal,No,10,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0391,2026-01-09 11:00:00,BLDG_A,Office Floor,P1200,Employee,BADGE_10247,Entry,Authorized,Medium,Normal Access,73,No,Normal,No,11,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0392,2026-01-09 11:30:00,BLDG_A,Parking Area,P1255,Employee,BADGE_10325,Exit,Authorized,Low,Normal Access,53,No,Normal,No,11,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0393,2026-01-09 12:00:00,BLDG_B,Office Floor,P1127,Employee,BADGE_10426,Exit,Authorized,Low,Normal Access,115,No,Normal,No,12,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0394,2026-01-09 12:30:00,BLDG_A,Meeting Room,P1219,Employee,BADGE_10109,Entry,Authorized,Low,Normal Access,24,No,Normal,No,12,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0395,2026-01-09 13:00:00,BLDG_A,Office Floor,P1272,Employee,BADGE_10375,Exit,Authorized,Low,Normal Access,3,No,Normal,No,13,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0396,2026-01-09 13:30:00,BLDG_C,Common Area,P1171,Employee,BADGE_10469,Exit,Authorized,Low,Normal Access,95,No,Normal,No,13,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0397,2026-01-09 14:00:00,BLDG_A,Meeting Room,P1180,Employee,BADGE_10414,Exit,Denied,Low,Failed Access,162,No,Normal,No,14,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0398,2026-01-09 14:30:00,BLDG_C,Restricted Zone,P1237,Contractor,BADGE_10462,Exit,Denied,High,Failed Access,137,Yes,Normal,Yes,14,9,Friday,1,2026-01-09,Yes,0,1,1,0,1,3,Warning
SEC_0399,2026-01-09 15:00:00,BLDG_A,Office Floor,P1273,Employee,BADGE_10481,Exit,Authorized,Low,Normal Access,161,No,Normal,No,15,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0400,2026-01-09 15:30:00,BLDG_B,Server Room,P1200,Visitor,BADGE_10233,Exit,Authorized,Low,Normal Access,178,No,Normal,No,15,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0401,2026-01-09 16:00:00,BLDG_A,Meeting Room,P1273,Employee,BADGE_10006,Exit,Authorized,Low,Normal Access,148,No,Normal,No,16,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0402,2026-01-09 16:30:00,BLDG_A,Office Floor,P1164,Employee,BADGE_10058,Exit,Authorized,Medium,Normal Access,14,No,Normal,No,16,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0403,2026-01-09 17:00:00,BLDG_A,Parking Area,P1284,Employee,BADGE_10385,Exit,Denied,Low,Failed Access,171,No,Normal,No,17,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0404,2026-01-09 17:30:00,BLDG_A,Server Room,P1137,Contractor,BADGE_10367,Entry,Authorized,Low,Normal Access,145,No,Normal,No,17,9,Friday,1,2026-01-09,Yes,0,0,0,0,0,0,Normal
SEC_0405,2026-01-09 18:00:00,BLDG_B,Office Floor,P1073,Employee,BADGE_10282,Entry,Denied,Low,Failed Access,149,No,Normal,No,18,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0406,2026-01-09 18:30:00,BLDG_C,Common Area,P1105,Contractor,BADGE_10181,Exit,Authorized,Low,Normal Access,45,No,Normal,No,18,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0407,2026-01-09 19:00:00,BLDG_B,Meeting Room,P1089,Visitor,BADGE_10066,Exit,Denied,Medium,Failed Access,159,No,Unusual,No,19,9,Friday,1,2026-01-09,No,0,0,0,1,0,1,Monitoring
SEC_0408,2026-01-09 19:30:00,BLDG_C,Common Area,P1253,Visitor,BADGE_10143,Exit,Authorized,Low,Normal Access,111,No,Normal,No,19,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0409,2026-01-09 20:00:00,BLDG_B,Meeting Room,P1091,Employee,BADGE_10018,Entry,Authorized,Low,Normal Access,150,No,Normal,No,20,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0410,2026-01-09 20:30:00,BLDG_C,Common Area,P1203,Employee,BADGE_10061,Exit,Authorized,Low,Normal Access,6,No,Normal,No,20,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0411,2026-01-09 21:00:00,BLDG_A,Office Floor,P1002,Employee,BADGE_10449,Entry,Authorized,Low,Normal Access,105,No,Normal,No,21,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0412,2026-01-09 21:30:00,BLDG_A,Common Area,P1220,Employee,BADGE_10378,Entry,Authorized,Low,Normal Access,95,No,Normal,No,21,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0413,2026-01-09 22:00:00,BLDG_A,Restricted Zone,P1278,Employee,BADGE_10040,Entry,Authorized,Low,Normal Access,102,No,Normal,No,22,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
SEC_0414,2026-01-09 22:30:00,BLDG_B,Office Floor,P1208,Employee,BADGE_10008,Entry,Authorized,Low,Normal Access,176,No,Normal,No,22,9,Friday,1,2026-01-09,No,0,0,0,0,0,0,Normal
