Timestamp,Building_ID,Energy_Consumption_kWh,Power_Demand_kW,HVAC_Usage_kWh,Lighting_Usage_kWh,Water_Consumption_L,Temperature_C,Humidity_Percent,Occupancy_Count,Hour,Day,Day_of_Week,Working_Hours
2026-01-03 11:15:00,BLDG_B,13.61,54.43,7.29,3.51,24.77,28.5,53.09,72,11,3,5,1
2026-01-03 11:30:00,BLDG_B,13.92,55.66,7.23,3.45,20.83,27.67,57.7,61,11,3,5,1
2026-01-03 11:45:00,BLDG_B,15.0,59.99,8.46,3.25,18.85,29.65,57.91,49,11,3,5,1
2026-01-03 12:00:00,BLDG_C,14.51,58.05,7.43,3.84,29.19,27.81,54.65,95,12,3,5,1
2026-01-03 12:15:00,BLDG_B,13.65,54.62,7.66,3.57,18.53,28.73,53.8,55,12,3,5,1
2026-01-03 12:30:00,BLDG_C,14.13,56.54,8.0,3.33,25.64,29.55,51.44,80,12,3,5,1
2026-01-03 12:45:00,BLDG_B,14.25,57.01,7.9,3.53,17.53,30.02,49.42,40,12,3,5,1
2026-01-03 13:00:00,BLDG_A,13.68,54.71,7.35,3.74,24.87,27.56,54.21,72,13,3,5,1
2026-01-03 13:15:00,BLDG_A,14.85,59.42,8.27,3.61,29.99,28.58,50.95,96,13,3,5,1
2026-01-03 13:30:00,BLDG_B,15.48,61.92,8.93,3.65,26.44,28.37,55.05,96,13,3,5,1
2026-01-03 13:45:00,BLDG_A,15.18,60.74,8.33,3.61,28.06,28.08,53.07,80,13,3,5,1
2026-01-03 14:00:00,BLDG_C,15.17,60.67,9.23,3.28,20.63,30.88,51.88,47,14,3,5,1
2026-01-03 14:15:00,BLDG_A,14.4,57.61,7.48,3.84,15.95,29.11,49.16,37,14,3,5,1
2026-01-03 14:30:00,BLDG_A,13.24,52.98,7.59,3.17,17.71,26.95,58.06,40,14,3,5,1
2026-01-03 14:45:00,BLDG_C,14.57,58.29,8.35,3.72,16.81,29.38,55.93,42,14,3,5,1
2026-01-03 15:00:00,BLDG_A,15.5,61.99,8.96,3.75,26.66,30.61,45.61,78,15,3,5,1
2026-01-03 15:15:00,BLDG_A,14.47,57.87,8.09,3.55,21.11,29.06,55.03,67,15,3,5,1
2026-01-03 15:30:00,BLDG_B,13.84,55.35,7.94,3.69,29.16,25.73,62.59,84,15,3,5,1
2026-01-03 15:45:00,BLDG_C,13.92,55.69,7.47,3.53,19.3,26.68,53.85,45,15,3,5,1
2026-01-03 16:00:00,BLDG_C,15.19,60.76,8.14,3.69,23.09,28.47,59.81,62,16,3,5,1
2026-01-03 16:15:00,BLDG_B,13.04,52.18,6.14,3.85,24.29,25.77,60.11,75,16,3,5,1
2026-01-03 16:30:00,BLDG_B,13.51,54.02,7.42,3.4,16.17,26.79,55.19,50,16,3,5,1
2026-01-03 16:45:00,BLDG_A,14.42,57.69,8.06,3.77,27.81,26.82,57.1,82,16,3,5,1
2026-01-03 17:00:00,BLDG_A,13.27,53.07,6.91,4.02,25.04,24.39,62.59,90,17,3,5,1
2026-01-03 17:15:00,BLDG_A,11.92,47.7,5.78,3.67,31.35,25.02,60.19,98,17,3,5,1
2026-01-03 17:30:00,BLDG_B,12.61,50.46,6.28,3.47,26.92,20.79,67.93,93,17,3,5,1
2026-01-03 17:45:00,BLDG_C,15.05,60.21,7.37,4.17,25.95,23.02,60.21,96,17,3,5,1
2026-01-03 18:00:00,BLDG_A,7.82,31.28,3.92,2.02,12.62,23.51,62.75,21,18,3,5,1
2026-01-03 18:15:00,BLDG_B,9.12,36.47,4.16,2.06,12.57,21.87,60.46,10,18,3,5,1
2026-01-03 18:30:00,BLDG_C,9.64,38.55,5.11,2.06,10.91,24.87,59.86,22,18,3,5,1
2026-01-03 18:45:00,BLDG_B,8.68,34.71,3.92,2.11,16.26,20.74,63.68,23,18,3,5,1
2026-01-03 19:00:00,BLDG_A,8.78,35.13,4.4,1.92,16.79,21.47,63.09,34,19,3,5,0
2026-01-03 19:15:00,BLDG_B,8.58,34.32,4.21,2.05,15.79,22.16,67.97,34,19,3,5,0
2026-01-03 19:30:00,BLDG_B,9.25,37.01,4.31,2.24,10.87,23.73,65.18,17,19,3,5,0
2026-01-03 19:45:00,BLDG_B,8.84,35.36,4.19,1.91,11.01,20.28,68.91,17,19,3,5,0
2026-01-03 20:00:00,BLDG_B,8.52,34.1,3.73,1.9,13.48,23.4,59.13,21,20,3,5,0
2026-01-03 20:15:00,BLDG_C,7.88,31.5,3.78,1.93,11.89,22.01,63.53,10,20,3,5,0
2026-01-03 20:30:00,BLDG_A,8.23,32.91,3.57,1.73,11.21,20.82,69.91,20,20,3,5,0
2026-01-03 20:45:00,BLDG_C,7.93,31.72,3.18,1.83,10.13,22.55,64.09,17,20,3,5,0
2026-01-03 21:00:00,BLDG_B,6.01,24.03,2.62,0.62,9.33,22.24,71.1,8,21,3,5,0
2026-01-03 21:15:00,BLDG_B,5.35,21.41,2.01,0.8,11.67,21.28,66.76,4,21,3,5,0
2026-01-03 21:30:00,BLDG_A,6.3,25.21,2.6,1.01,6.89,22.08,64.95,6,21,3,5,0
2026-01-03 21:45:00,BLDG_A,6.57,26.29,2.78,1.16,11.6,21.54,64.27,6,21,3,5,0
2026-01-03 22:00:00,BLDG_C,5.76,23.04,2.03,0.81,8.52,22.14,64.7,2,22,3,5,0
2026-01-03 22:15:00,BLDG_C,4.74,18.95,1.34,0.91,6.01,22.79,62.85,6,22,3,5,0
2026-01-03 22:30:00,BLDG_A,5.4,21.61,1.9,0.86,7.08,23.9,63.77,0,22,3,5,0
2026-01-03 22:45:00,BLDG_C,4.11,16.43,1.66,0.3,10.98,20.51,69.6,8,22,3,5,0
2026-01-03 23:00:00,BLDG_B,4.51,18.06,1.21,0.51,13.58,24.56,58.3,9,23,3,5,0
2026-01-03 23:15:00,BLDG_B,5.11,20.45,1.75,0.99,6.45,19.66,64.02,5,23,3,5,0
2026-01-03 23:30:00,BLDG_A,5.68,22.72,1.96,1.01,3.24,21.82,59.26,4,23,3,5,0
2026-01-03 23:45:00,BLDG_C,5.52,22.1,1.68,1.01,6.7,22.71,64.97,6,23,3,5,0
2026-01-04 00:00:00,BLDG_B,4.85,19.42,1.61,0.76,11.14,22.34,60.68,4,0,4,6,0
2026-01-04 00:15:00,BLDG_A,4.27,17.07,1.36,0.3,6.39,21.25,59.16,9,0,4,6,0
2026-01-04 00:30:00,BLDG_C,5.37,21.49,2.1,0.54,11.87,21.75,66.04,4,0,4,6,0
2026-01-04 00:45:00,BLDG_B,6.31,25.25,2.93,0.58,12.41,21.41,72.87,9,0,4,6,0
2026-01-04 01:00:00,BLDG_C,6.48,25.92,2.64,0.96,9.7,21.29,65.54,6,1,4,6,0
2026-01-04 01:15:00,BLDG_C,5.87,23.46,2.33,0.71,8.73,23.02,65.49,9,1,4,6,0
2026-01-04 01:30:00,BLDG_C,6.09,24.35,2.34,1.22,9.43,22.43,64.1,6,1,4,6,0
2026-01-04 01:45:00,BLDG_A,6.23,24.9,1.93,1.17,9.66,21.17,65.45,2,1,4,6,0
2026-01-04 02:00:00,BLDG_B,5.18,20.73,1.1,1.22,9.36,23.08,65.64,2,2,4,6,0
2026-01-04 02:15:00,BLDG_A,5.51,22.04,1.82,0.57,13.46,22.37,63.08,9,2,4,6,0
2026-01-04 02:30:00,BLDG_B,5.16,20.64,1.52,0.92,7.92,22.98,63.84,2,2,4,6,0
2026-01-04 02:45:00,BLDG_B,5.48,21.91,2.08,0.68,6.5,22.76,64.33,5,2,4,6,0
2026-01-04 03:00:00,BLDG_A,6.06,24.22,2.62,0.88,6.15,21.01,63.99,5,3,4,6,0
2026-01-04 03:15:00,BLDG_A,6.03,24.11,2.99,0.6,5.09,21.33,68.48,2,3,4,6,0
2026-01-04 03:30:00,BLDG_B,6.06,24.26,2.03,1.11,8.83,22.9,62.63,2,3,4,6,0
2026-01-04 03:45:00,BLDG_B,4.49,17.94,1.17,0.6,9.07,22.73,61.13,7,3,4,6,0
2026-01-04 04:00:00,BLDG_B,4.95,19.8,2.03,0.31,9.61,21.97,66.15,7,4,4,6,0
2026-01-04 04:15:00,BLDG_C,5.67,22.68,2.04,1.31,8.25,22.14,61.59,6,4,4,6,0
2026-01-04 04:30:00,BLDG_B,6.33,25.33,2.34,0.91,7.76,23.53,62.28,9,4,4,6,0
2026-01-04 04:45:00,BLDG_A,5.21,20.82,1.99,0.53,9.89,21.29,65.54,3,4,4,6,0
2026-01-04 05:00:00,BLDG_A,4.98,19.92,2.03,0.76,3.73,22.66,66.77,3,5,4,6,0
2026-01-04 05:15:00,BLDG_A,4.97,19.87,1.68,0.66,6.84,21.76,66.29,2,5,4,6,0
2026-01-04 05:30:00,BLDG_B,5.24,20.97,1.84,0.8,10.45,21.74,64.82,4,5,4,6,0
2026-01-04 05:45:00,BLDG_B,5.78,23.14,2.26,1.0,6.64,23.32,64.98,2,5,4,6,0
2026-01-04 06:00:00,BLDG_C,8.01,32.05,3.0,2.16,12.08,22.99,67.18,15,6,4,6,0
2026-01-04 06:15:00,BLDG_C,8.53,34.13,3.84,2.06,12.56,22.98,64.71,28,6,4,6,0
2026-01-04 06:30:00,BLDG_A,8.97,35.88,4.34,2.0,14.35,23.57,62.18,33,6,4,6,0
2026-01-04 06:45:00,BLDG_C,10.19,40.74,4.82,2.27,12.45,22.03,60.53,15,6,4,6,0
2026-01-04 07:00:00,BLDG_C,7.42,29.66,3.8,1.52,7.86,22.82,60.08,11,7,4,6,0
2026-01-04 07:15:00,BLDG_A,9.08,36.33,4.59,1.81,12.79,22.09,63.46,15,7,4,6,0
2026-01-04 07:30:00,BLDG_B,15.09,60.37,4.85,1.76,15.13,23.3,60.72,32,7,4,6,0
2026-01-04 07:45:00,BLDG_C,8.95,35.8,3.81,2.25,13.59,23.21,62.12,14,7,4,6,0
2026-01-04 08:00:00,BLDG_B,12.7,50.79,6.22,3.42,17.0,23.93,61.78,39,8,4,6,0
2026-01-04 08:15:00,BLDG_A,13.55,54.18,6.75,3.28,27.64,24.96,61.64,99,8,4,6,0
2026-01-04 08:30:00,BLDG_A,13.55,54.18,6.46,3.74,22.68,23.7,61.74,51,8,4,6,0
2026-01-04 08:45:00,BLDG_C,14.11,56.44,8.31,3.37,18.35,27.61,57.55,56,8,4,6,0
2026-01-04 09:00:00,BLDG_A,12.11,48.42,6.22,3.51,24.05,24.29,61.25,75,9,4,6,1
2026-01-04 09:15:00,BLDG_A,14.51,58.04,7.42,4.2,19.81,24.43,54.93,45,9,4,6,1
2026-01-04 09:30:00,BLDG_A,13.63,54.51,7.38,3.8,24.04,27.65,53.21,90,9,4,6,1
2026-01-04 09:45:00,BLDG_C,13.03,52.11,7.12,3.55,29.58,27.57,55.72,85,9,4,6,1
2026-01-04 10:00:00,BLDG_C,14.49,57.95,8.06,3.57,17.8,27.7,52.32,55,10,4,6,1
2026-01-04 10:15:00,BLDG_C,15.32,61.29,8.52,3.83,20.29,28.02,57.27,60,10,4,6,1
2026-01-04 10:30:00,BLDG_A,14.91,59.64,7.83,3.77,20.24,27.54,60.78,53,10,4,6,1
2026-01-04 10:45:00,BLDG_B,14.46,57.82,7.68,3.62,28.6,26.74,61.04,94,10,4,6,1
2026-01-04 11:00:00,BLDG_A,16.04,64.17,8.93,3.63,27.4,28.15,54.63,81,11,4,6,1
2026-01-04 11:15:00,BLDG_C,14.44,57.77,8.34,3.23,18.0,27.47,60.77,60,11,4,6,1
2026-01-04 11:30:00,BLDG_B,14.21,56.84,8.49,3.18,25.73,29.64,53.49,74,11,4,6,1
2026-01-04 11:45:00,BLDG_B,14.42,57.67,7.84,3.56,18.19,28.45,53.81,39,11,4,6,1
2026-01-04 12:00:00,BLDG_C,15.04,60.17,8.37,3.44,22.16,27.77,54.0,55,12,4,6,1
2026-01-04 12:15:00,BLDG_B,15.04,60.18,8.48,3.75,13.18,28.48,53.87,38,12,4,6,1
2026-01-04 12:30:00,BLDG_B,15.46,61.84,8.61,3.65,17.6,29.44,52.18,57,12,4,6,1
2026-01-04 12:45:00,BLDG_C,13.99,55.94,7.84,3.41,18.1,28.31,55.55,49,12,4,6,1
2026-01-04 13:00:00,BLDG_B,14.39,57.56,7.87,3.64,14.52,28.01,55.96,42,13,4,6,1
2026-01-04 13:15:00,BLDG_B,14.53,58.12,8.27,3.5,20.89,29.28,53.59,75,13,4,6,1
2026-01-04 13:30:00,BLDG_C,15.79,63.16,8.18,4.12,18.89,29.23,54.96,53,13,4,6,1
2026-01-04 13:45:00,BLDG_B,14.53,58.12,7.69,3.7,26.07,28.26,58.69,80,13,4,6,1
2026-01-04 14:00:00,BLDG_B,13.88,55.54,8.1,3.21,27.24,28.2,58.05,62,14,4,6,1
2026-01-04 14:15:00,BLDG_B,15.3,61.21,7.89,4.06,19.88,28.91,49.68,49,14,4,6,1
2026-01-04 14:30:00,BLDG_B,13.67,54.69,7.54,3.44,27.12,26.73,49.74,71,14,4,6,1
2026-01-04 14:45:00,BLDG_C,12.45,49.8,6.36,3.36,15.61,26.59,60.42,35,14,4,6,1
2026-01-04 15:00:00,BLDG_A,14.42,57.7,7.32,4.14,21.88,27.2,52.6,58,15,4,6,1
2026-01-04 15:15:00,BLDG_A,14.96,59.86,8.3,3.69,21.13,27.56,55.48,61,15,4,6,1
2026-01-04 15:30:00,BLDG_B,14.29,57.16,7.42,3.78,29.65,27.93,52.1,74,15,4,6,1
2026-01-04 15:45:00,BLDG_C,14.92,59.68,8.56,3.78,27.97,29.03,48.54,97,15,4,6,1
2026-01-04 16:00:00,BLDG_C,14.1,56.38,7.48,3.55,27.8,27.98,57.16,95,16,4,6,1
2026-01-04 16:15:00,BLDG_B,14.4,57.59,7.74,3.46,24.99,26.42,60.14,70,16,4,6,1
2026-01-04 16:30:00,BLDG_A,13.77,55.09,7.13,3.5,21.17,26.24,56.41,58,16,4,6,1
2026-01-04 16:45:00,BLDG_B,12.98,51.93,6.57,4.0,19.91,24.69,52.7,58,16,4,6,1
2026-01-04 17:00:00,BLDG_C,13.27,53.09,7.04,3.65,18.28,25.48,57.64,38,17,4,6,1
2026-01-04 17:15:00,BLDG_C,12.55,50.19,6.09,3.93,22.88,24.75,61.55,68,17,4,6,1
2026-01-04 17:30:00,BLDG_A,13.96,55.84,7.36,3.58,27.92,25.07,55.46,91,17,4,6,1
2026-01-04 17:45:00,BLDG_C,13.0,51.99,7.15,3.41,26.72,23.26,63.16,83,17,4,6,1
2026-01-04 18:00:00,BLDG_C,7.95,31.81,3.97,1.64,11.79,24.43,60.8,33,18,4,6,1
2026-01-04 18:15:00,BLDG_C,9.29,37.15,4.68,2.16,9.43,25.2,61.43,21,18,4,6,1
2026-01-04 18:30:00,BLDG_A,9.04,36.14,4.39,2.42,17.43,22.78,63.68,33,18,4,6,1
2026-01-04 18:45:00,BLDG_C,8.43,33.72,3.95,1.78,13.69,22.94,60.17,32,18,4,6,1
2026-01-04 19:00:00,BLDG_B,7.63,30.54,3.45,2.13,12.79,22.83,66.85,23,19,4,6,0
2026-01-04 19:15:00,BLDG_A,9.34,37.36,4.8,1.66,16.06,21.52,64.75,22,19,4,6,0
2026-01-04 19:30:00,BLDG_B,8.28,33.1,3.8,1.86,15.3,22.27,64.01,34,19,4,6,0
2026-01-04 19:45:00,BLDG_B,8.23,32.9,3.7,2.07,10.0,22.02,61.68,11,19,4,6,0
2026-01-04 20:00:00,BLDG_A,8.94,35.74,4.82,1.57,12.43,22.12,62.99,12,20,4,6,0
2026-01-04 20:15:00,BLDG_B,9.0,36.0,4.31,2.0,14.5,21.07,63.24,35,20,4,6,0
2026-01-04 20:30:00,BLDG_A,8.86,35.45,4.13,1.79,17.67,22.03,63.94,33,20,4,6,0
2026-01-04 20:45:00,BLDG_B,8.81,35.24,3.51,2.15,16.57,22.6,68.74,31,20,4,6,0
2026-01-04 21:00:00,BLDG_A,6.14,24.57,2.4,0.76,11.88,23.74,57.77,1,21,4,6,0
2026-01-04 21:15:00,BLDG_C,7.78,31.11,3.45,1.03,8.38,23.15,57.93,8,21,4,6,0
2026-01-04 21:30:00,BLDG_C,6.26,25.03,2.64,0.73,12.05,24.58,65.04,6,21,4,6,0
2026-01-04 21:45:00,BLDG_B,5.39,21.57,2.25,0.46,9.55,21.08,65.25,2,21,4,6,0
2026-01-04 22:00:00,BLDG_C,5.24,20.95,2.36,0.43,5.79,23.05,60.92,2,22,4,6,0
2026-01-04 22:15:00,BLDG_A,4.59,18.37,1.84,0.32,4.13,22.22,67.29,6,22,4,6,0
2026-01-04 22:30:00,BLDG_B,5.78,23.12,2.05,0.96,7.28,24.63,58.74,4,22,4,6,0
2026-01-04 22:45:00,BLDG_C,5.62,22.49,1.82,1.44,10.56,21.03,71.43,9,22,4,6,0
2026-01-04 23:00:00,BLDG_C,5.34,21.36,1.71,0.91,9.97,20.99,68.05,5,23,4,6,0
2026-01-04 23:15:00,BLDG_B,5.68,22.71,1.82,1.22,9.42,21.28,64.12,7,23,4,6,0
2026-01-04 23:30:00,BLDG_C,5.33,21.33,1.82,1.08,9.66,19.45,74.79,8,23,4,6,0
2026-01-04 23:45:00,BLDG_C,4.85,19.4,1.88,0.67,7.75,21.37,63.63,0,23,4,6,0
2026-01-05 00:00:00,BLDG_B,6.39,25.58,1.86,1.12,10.5,21.09,68.09,2,0,5,0,0
2026-01-05 00:15:00,BLDG_C,4.98,19.92,2.12,0.68,6.45,22.18,65.13,6,0,5,0,0
2026-01-05 00:30:00,BLDG_C,5.35,21.4,2.04,0.69,9.64,22.41,67.79,5,0,5,0,0
2026-01-05 00:45:00,BLDG_C,5.9,23.61,2.17,0.75,7.67,24.25,65.81,6,0,5,0,0
2026-01-05 01:00:00,BLDG_C,6.3,25.18,2.76,0.76,7.73,23.14,62.89,7,1,5,0,0
2026-01-05 01:15:00,BLDG_B,5.53,22.13,2.04,0.97,11.45,21.31,63.28,5,1,5,0,0
2026-01-05 01:30:00,BLDG_A,5.98,23.91,3.11,0.63,6.47,20.92,67.5,2,1,5,0,0
2026-01-05 01:45:00,BLDG_A,5.86,23.43,2.18,1.02,7.94,22.59,61.58,1,1,5,0,0
2026-01-05 02:00:00,BLDG_C,4.7,18.81,1.78,1.02,13.24,20.42,72.92,6,2,5,0,0
2026-01-05 02:15:00,BLDG_C,6.33,25.3,2.74,0.89,9.68,24.2,61.61,0,2,5,0,0
2026-01-05 02:30:00,BLDG_A,5.87,23.47,1.96,1.28,7.53,23.42,61.28,2,2,5,0,0
2026-01-05 02:45:00,BLDG_C,4.86,19.46,0.8,1.12,7.92,21.44,65.9,3,2,5,0,0
2026-01-05 03:00:00,BLDG_A,5.31,21.22,2.0,1.07,5.55,19.94,63.54,0,3,5,0,0
2026-01-05 03:15:00,BLDG_B,5.27,21.07,1.88,0.82,11.48,23.62,59.15,4,3,5,0,0
2026-01-05 03:30:00,BLDG_B,10.27,41.06,2.8,0.89,12.0,21.86,68.31,9,3,5,0,0
2026-01-05 03:45:00,BLDG_B,5.19,20.76,1.55,0.93,9.81,23.49,60.3,2,3,5,0,0
2026-01-05 04:00:00,BLDG_B,4.88,19.53,1.83,0.8,9.81,20.09,64.23,1,4,5,0,0
2026-01-05 04:15:00,BLDG_B,5.75,23.0,2.63,0.71,6.89,21.28,67.19,2,4,5,0,0
2026-01-05 04:30:00,BLDG_B,5.51,22.06,2.2,0.3,6.44,22.01,68.05,7,4,5,0,0
2026-01-05 04:45:00,BLDG_A,5.62,22.5,1.91,0.98,10.22,22.06,66.57,5,4,5,0,0
2026-01-05 05:00:00,BLDG_C,4.85,19.4,1.62,1.06,11.1,21.46,68.3,6,5,5,0,0
2026-01-05 05:15:00,BLDG_A,5.64,22.54,2.18,0.51,12.31,22.75,61.11,5,5,5,0,0
2026-01-05 05:30:00,BLDG_B,5.09,20.35,1.99,0.95,8.7,20.72,62.16,5,5,5,0,0
2026-01-05 05:45:00,BLDG_C,4.79,19.17,1.62,0.65,7.75,21.83,69.26,2,5,5,0,0
2026-01-05 06:00:00,BLDG_C,8.37,33.47,3.64,1.91,9.94,22.14,63.32,11,6,5,0,0
2026-01-05 06:15:00,BLDG_B,8.96,35.86,3.59,2.33,11.98,22.62,62.82,12,6,5,0,0
2026-01-05 06:30:00,BLDG_B,7.28,29.13,3.5,1.75,15.14,22.85,67.2,35,6,5,0,0
2026-01-05 06:45:00,BLDG_B,9.15,36.6,4.47,1.75,14.5,20.65,68.19,30,6,5,0,0
2026-01-05 07:00:00,BLDG_B,9.87,39.47,4.4,2.45,17.14,20.16,68.63,34,7,5,0,0
2026-01-05 07:15:00,BLDG_B,8.96,35.85,4.47,1.96,13.13,23.99,68.01,29,7,5,0,0
2026-01-05 07:30:00,BLDG_B,9.09,36.35,4.0,2.31,16.5,23.31,60.6,26,7,5,0,0
2026-01-05 07:45:00,BLDG_C,7.3,29.19,3.88,1.6,15.65,22.47,66.58,29,7,5,0,0
2026-01-05 08:00:00,BLDG_B,12.17,48.7,6.97,3.22,20.34,25.67,59.16,73,8,5,0,0
2026-01-05 08:15:00,BLDG_B,26.12,104.5,7.15,3.37,14.67,24.39,61.72,35,8,5,0,0
2026-01-05 08:30:00,BLDG_C,12.39,49.55,6.32,3.48,16.49,26.09,62.94,57,8,5,0,0
2026-01-05 08:45:00,BLDG_A,12.66,50.62,6.65,3.25,23.67,25.18,61.26,73,8,5,0,0
2026-01-05 09:00:00,BLDG_B,14.11,56.46,7.45,3.69,27.02,27.97,57.16,91,9,5,0,1
2026-01-05 09:15:00,BLDG_C,15.05,60.19,8.58,3.71,24.63,28.0,58.72,68,9,5,0,1
2026-01-05 09:30:00,BLDG_C,13.03,52.11,6.95,3.38,22.74,25.96,57.46,75,9,5,0,1
2026-01-05 09:45:00,BLDG_A,13.31,53.22,7.01,3.4,19.12,27.78,53.31,47,9,5,0,1
2026-01-05 10:00:00,BLDG_B,13.66,54.66,7.92,3.43,17.94,27.72,52.78,40,10,5,0,1
2026-01-05 10:15:00,BLDG_B,14.6,58.4,8.03,3.31,27.43,28.91,48.24,86,10,5,0,1
2026-01-05 10:30:00,BLDG_B,12.64,50.57,7.06,2.88,18.42,26.4,64.08,37,10,5,0,1
2026-01-05 10:45:00,BLDG_C,14.07,56.3,7.8,3.58,33.48,28.64,51.23,97,10,5,0,1
2026-01-05 11:00:00,BLDG_B,14.06,56.26,8.02,3.49,26.48,29.33,52.84,83,11,5,0,1
2026-01-05 11:15:00,BLDG_B,14.04,56.17,7.61,3.52,26.63,26.17,57.42,81,11,5,0,1
2026-01-05 11:30:00,BLDG_B,13.82,55.28,7.68,3.35,25.82,27.05,57.85,89,11,5,0,1
2026-01-05 11:45:00,BLDG_B,13.42,53.66,7.16,3.8,27.52,26.18,60.68,98,11,5,0,1
2026-01-05 12:00:00,BLDG_A,14.51,58.03,7.5,4.21,31.85,28.44,57.42,99,12,5,0,1
2026-01-05 12:15:00,BLDG_A,14.38,57.51,8.42,3.39,20.58,29.73,51.16,49,12,5,0,1
2026-01-05 12:30:00,BLDG_A,16.13,64.5,8.99,3.95,20.46,30.74,50.88,66,12,5,0,1
2026-01-05 12:45:00,BLDG_B,14.91,59.63,8.43,3.69,16.82,29.07,54.74,52,12,5,0,1
2026-01-05 13:00:00,BLDG_B,15.95,63.8,9.01,3.61,23.64,30.95,50.32,77,13,5,0,1
2026-01-05 13:15:00,BLDG_C,13.35,53.39,7.2,3.51,22.9,27.33,61.33,69,13,5,0,1
2026-01-05 13:30:00,BLDG_C,12.72,50.86,6.31,3.58,27.42,26.9,58.63,92,13,5,0,1
2026-01-05 13:45:00,BLDG_C,15.93,63.71,9.08,3.89,23.06,28.8,56.51,67,13,5,0,1
2026-01-05 14:00:00,BLDG_B,13.98,55.9,7.67,3.32,20.39,29.22,55.66,48,14,5,0,1
2026-01-05 14:15:00,BLDG_A,13.73,54.92,7.12,3.53,23.88,28.59,58.14,68,14,5,0,1
2026-01-05 14:30:00,BLDG_A,13.86,55.42,7.26,3.91,29.97,25.99,59.06,95,14,5,0,1
2026-01-05 14:45:00,BLDG_A,13.37,53.46,7.11,3.85,11.46,28.17,51.35,38,14,5,0,1
2026-01-05 15:00:00,BLDG_B,13.06,52.25,6.97,3.32,25.23,26.5,58.95,93,15,5,0,1
2026-01-05 15:15:00,BLDG_A,15.2,60.78,8.39,3.55,20.27,28.62,52.61,63,15,5,0,1
2026-01-05 15:30:00,BLDG_C,15.0,60.0,8.78,3.78,15.54,27.99,53.92,40,15,5,0,1
2026-01-05 15:45:00,BLDG_C,13.97,55.87,7.44,3.77,27.94,26.14,60.06,83,15,5,0,1
2026-01-05 16:00:00,BLDG_A,14.0,55.99,7.1,3.84,22.52,26.33,61.72,74,16,5,0,1
2026-01-05 16:15:00,BLDG_C,13.81,55.24,6.94,3.7,31.11,25.34,59.55,99,16,5,0,1
2026-01-05 16:30:00,BLDG_A,13.06,52.25,6.36,3.74,19.85,26.19,59.15,61,16,5,0,1
2026-01-05 16:45:00,BLDG_A,13.76,55.05,7.34,3.69,14.4,27.04,62.05,40,16,5,0,1
2026-01-05 17:00:00,BLDG_C,12.8,51.21,6.39,3.99,16.03,24.32,61.75,47,17,5,0,1
2026-01-05 17:15:00,BLDG_C,13.47,53.88,7.17,3.49,34.08,25.7,66.75,98,17,5,0,1
2026-01-05 17:30:00,BLDG_C,21.94,87.76,7.49,3.61,27.51,24.04,63.13,96,17,5,0,1
2026-01-05 17:45:00,BLDG_C,11.93,47.7,5.53,3.35,21.04,23.3,57.27,53,17,5,0,1
2026-01-05 18:00:00,BLDG_A,7.77,31.09,3.8,1.7,11.92,23.68,64.24,32,18,5,0,1
2026-01-05 18:15:00,BLDG_C,8.15,32.62,3.08,2.08,15.24,22.12,65.46,20,18,5,0,1
2026-01-05 18:30:00,BLDG_C,8.64,34.55,3.75,1.82,11.78,22.25,68.0,14,18,5,0,1
2026-01-05 18:45:00,BLDG_B,8.31,33.25,3.57,1.99,16.25,21.02,67.99,35,18,5,0,1
2026-01-05 19:00:00,BLDG_C,8.62,34.46,3.38,2.4,13.67,24.36,60.55,22,19,5,0,0
2026-01-05 19:15:00,BLDG_C,9.88,39.54,4.46,2.39,15.65,22.04,60.76,30,19,5,0,0
2026-01-05 19:30:00,BLDG_A,9.22,36.9,4.13,2.56,16.66,21.16,65.13,32,19,5,0,0
2026-01-05 19:45:00,BLDG_A,10.15,40.62,4.4,2.41,9.88,22.26,61.56,14,19,5,0,0
2026-01-05 20:00:00,BLDG_B,9.41,37.64,3.73,2.6,13.94,21.87,62.96,33,20,5,0,0
2026-01-05 20:15:00,BLDG_C,8.93,35.7,3.96,2.11,12.94,21.73,66.66,22,20,5,0,0
2026-01-05 20:30:00,BLDG_C,9.25,37.0,4.8,1.77,12.67,22.74,68.4,15,20,5,0,0
2026-01-05 20:45:00,BLDG_C,8.56,34.24,4.0,1.75,10.95,22.91,64.32,14,20,5,0,0
2026-01-05 21:00:00,BLDG_C,5.74,22.97,2.4,1.15,10.43,21.36,61.87,4,21,5,0,0
2026-01-05 21:15:00,BLDG_C,5.77,23.1,1.69,0.81,9.68,21.31,66.87,2,21,5,0,0
2026-01-05 21:30:00,BLDG_C,6.14,24.57,2.36,0.83,7.57,21.67,68.58,0,21,5,0,0
2026-01-05 21:45:00,BLDG_B,5.42,21.67,1.73,0.66,6.05,19.24,66.81,7,21,5,0,0
2026-01-05 22:00:00,BLDG_C,4.37,17.46,1.05,0.69,7.43,20.18,66.83,2,22,5,0,0
2026-01-05 22:15:00,BLDG_C,5.46,21.84,2.0,0.9,11.71,23.64,62.08,1,22,5,0,0
2026-01-05 22:30:00,BLDG_C,4.73,18.92,1.76,0.54,8.68,23.97,59.18,0,22,5,0,0
2026-01-05 22:45:00,BLDG_B,4.91,19.63,1.19,0.86,7.38,21.7,66.89,3,22,5,0,0
